"","y_131"
"224",0
"225",0
"226",0
"227",0
"228",0
"229",0
"230",0
"231",0
"232",0
"233",0
"234",0
"235",0
"236",0
"237",0
"238",0
"239",0
"240",0
"241",0
"242",0
"243",0
"244",0
"245",0
"246",0
"247",0
"248",0
"249",0
"250",0
"251",0
"252",0
"253",0
"254",0
"255",0
"256",0
"257",0
"258",0
"259",0
"260",0
"261",0
"262",0
"263",0
"264",0
"265",0
"266",0
"267",0
"268",0
"269",0
"270",0
"271",0
"272",0
"273",0
"274",0
"275",0
"276",0
"277",0
"278",0
"279",0
"280",0
"281",0
"282",0
"283",0
"284",0
"285",0
"286",0
"287",0
"288",0
"289",0
"290",0
"291",0
"292",0
"293",0
"294",0
"295",0
"296",0
"297",0
"298",0
"299",0
"300",0
"301",0
"302",0
"303",0
"304",0
"305",0
"306",0
"307",0
"308",0
"309",0
"310",0
"311",0
"312",0
"313",0
"314",0
"315",0
"316",0
"317",0
"318",0
"319",0
"320",0
"321",0
"322",0
"323",0
"324",0
"325",0
"326",0
"327",0
"328",1
"329",0
"330",0
"331",0
"332",0
"333",0
"334",0
"335",0
"336",0
"337",1
"338",0
"339",0
"340",0
"341",0
"342",0
"343",0
"344",0
"345",0
"346",0
"347",1
"348",5
"349",0
"350",0
"351",0
"352",0
"353",0
"354",0
"355",0
"356",0
"357",0
"358",0
"359",5
"360",5
"361",0
"362",0
"363",0
"364",0
"365",0
"366",0
"367",3
"368",1
"369",0
"370",0
"371",0
"372",0
"373",0
"374",0
"375",0
"376",0
"377",0
"378",5
"379",6
"380",0
"381",0
"382",8
"383",2
"384",0
"385",0
"386",0
"387",0
"388",16
"389",1
"390",0
"391",0
"392",7
"393",12
"394",1
"395",0
"396",0
"397",0
"398",10
"399",7
"400",1
"401",0
"402",12
"403",5
"404",0
"405",0
"406",1
"407",24
"408",4
"409",0
"410",0
"411",19
"412",12
"413",0
"414",1
"415",26
"416",2
"417",3
"418",4
"419",20
"420",2
"421",0
"422",0
"423",1
"424",26
"425",18
"426",1
"427",0
"428",30
"429",6
"430",0
"431",0
"432",33
"433",9
"434",2
"435",11
"436",19
"437",1
"438",1
"439",12
"440",18
"441",5
"442",1
"443",0
"444",10
"445",29
"446",2
"447",1
"448",40
"449",11
"450",1
"451",0
"452",1
"453",35
"454",26
"455",0
"456",38
"457",19
"458",1
"459",1
"460",0
"461",35
"462",30
"463",6
"464",43
"465",18
"466",0
"467",1
"468",41
"469",9
"470",3
"471",6
"472",55
"473",8
"474",2
"475",4
"476",41
"477",13
"478",0
"479",3
"480",33
"481",22
"482",3
"483",0
"484",34
"485",29
"486",2
"487",0
"488",1
"489",10
"490",56
"491",12
"492",3
"493",17
"494",32
"495",3
"496",1
"497",1
"498",6
"499",39
"500",22
"501",1
"502",1
"503",17
"504",51
"505",7
"506",4
"507",28
"508",6
"509",1
"510",37
"511",19
"512",2
"513",4
"514",34
"515",7
"516",0
"517",17
"518",17
"519",3
"520",22
"521",7
"522",2
"523",0
"524",22
"525",48
"526",2
"527",2
"528",1
"529",2
"530",39
"531",27
"532",33
"533",9
"534",3
"535",0
"536",0
"537",6
"538",41
"539",31
"540",4
"541",51
"542",10
"543",2
"544",0
"545",37
"546",29
"547",1
"548",2
"549",36
"550",21
"551",2
"552",19
"553",35
"554",0
"555",0
"556",26
"557",18
"558",3
"559",2
"560",6
"561",44
"562",3
"563",0
"564",0
"565",0
"566",4
"567",41
"568",19
"569",1
"570",32
"571",20
"572",15
"573",30
"574",4
"575",2
"576",3
"577",29
"578",1
"579",1
"580",0
"581",17
"582",11
"583",1
"584",2
"585",1
"586",27
"587",28
"588",2
"589",3
"590",37
"591",13
"592",3
"593",4
"594",47
"595",19
"596",0
"597",1
"598",13
"599",35
"600",2
"601",1
"602",1
"603",16
"604",27
"605",7
"606",2
"607",8
"608",37
"609",5
"610",2
"611",0
"612",1
"613",21
"614",23
"615",0
"616",1
"617",2
"618",5
"619",35
"620",10
"621",2
"622",0
"623",0
"624",0
"625",0
"626",17
"627",39
"628",3
"629",0
"630",2
"631",35
"632",12
"633",1
"634",26
"635",8
"636",1
"637",2
"638",1
"639",31
"640",17
"641",0
"642",0
"643",4
"644",32
"645",7
"646",3
"647",0
"648",1
"649",1
"650",20
"651",28
"652",4
"653",9
"654",15
"655",2
"656",2
"657",6
"658",17
"659",4
"660",0
"661",0
"662",13
"663",24
"664",6
"665",0
"666",0
"667",1
"668",16
"669",21
"670",1
"671",0
"672",0
"673",23
"674",11
"675",0
"676",0
"677",7
"678",34
"679",4
"680",2
"681",5
"682",17
"683",0
"684",2
"685",0
"686",6
"687",24
"688",1
"689",0
"690",0
"691",0
"692",18
"693",26
"694",3
"695",0
"696",0
"697",8
"698",22
"699",3
"700",0
"701",0
"702",0
"703",0
"704",20
"705",15
"706",2
"707",0
"708",6
"709",27
"710",3
"711",0
"712",0
"713",1
"714",24
"715",2
"716",0
"717",0
"718",1
"719",19
"720",7
"721",0
"722",5
"723",17
"724",6
"725",1
"726",0
"727",0
"728",16
"729",12
"730",0
"731",1
"732",27
"733",1
"734",2
"735",0
"736",0
"737",0
"738",14
"739",17
"740",1
"741",1
"742",1
"743",16
"744",3
"745",1
"746",0
"747",1
"748",1
"749",27
"750",8
"751",1
"752",3
"753",12
"754",1
"755",0
"756",0
"757",0
"758",18
"759",6
"760",1
"761",2
"762",21
"763",0
"764",0
"765",0
"766",0
"767",0
"768",0
"769",0
"770",6
"771",20
"772",2
"773",0
"774",15
"775",5
"776",0
"777",2
"778",0
"779",3
"780",17
"781",6
"782",1
"783",9
"784",18
"785",1
"786",0
"787",0
"788",12
"789",6
"790",0
"791",2
"792",9
"793",0
"794",3
"795",0
"796",0
"797",2
"798",17
"799",2
"800",1
"801",0
"802",0
"803",1
"804",11
"805",4
"806",0
"807",10
"808",0
"809",0
"810",0
"811",0
"812",12
"813",14
"814",0
"815",0
"816",9
"817",5
"818",0
"819",0
"820",0
"821",0
"822",0
"823",3
"824",23
"825",0
"826",0
"827",0
"828",2
"829",8
"830",1
"831",1
"832",0
"833",3
"834",12
"835",0
"836",0
"837",4
"838",15
"839",4
"840",0
"841",1
"842",7
"843",3
"844",0
"845",0
"846",0
"847",0
"848",9
"849",0
"850",0
"851",0
"852",1
"853",19
"854",1
"855",0
"856",1
"857",12
"858",0
"859",1
"860",0
"861",2
"862",7
"863",1
"864",0
"865",0
"866",0
"867",3
"868",18
"869",1
"870",0
"871",4
"872",7
"873",0
"874",0
"875",0
"876",0
"877",12
"878",6
"879",0
"880",0
"881",0
"882",8
"883",3
"884",1
"885",0
"886",0
"887",3
"888",6
"889",1
"890",0
"891",0
"892",8
"893",0
"894",0
"895",0
"896",0
"897",2
"898",7
"899",1
"900",0
"901",5
"902",11
"903",2
"904",1
"905",0
"906",0
"907",15
"908",2
"909",0
"910",0
"911",5
"912",5
"913",5
"914",0
"915",0
"916",0
"917",2
"918",4
"919",3
"920",0
"921",0
"922",2
"923",10
"924",6
"925",1
"926",0
"927",1
"928",7
"929",0
"930",0
"931",0
"932",5
"933",10
"934",1
"935",0
"936",0
"937",0
"938",9
"939",6
"940",1
"941",0
"942",0
"943",11
"944",3
"945",0
"946",0
"947",2
"948",10
"949",1
"950",0
"951",0
"952",5
"953",6
"954",0
"955",0
"956",0
"957",5
"958",1
"959",1
"960",6
"961",5
"962",0
"963",6
"964",2
"965",0
"966",0
"967",0
"968",8
"969",0
"970",0
"971",6
"972",8
"973",0
"974",0
"975",0
"976",3
"977",1
"978",8
"979",4
"980",1
"981",0
"982",0
"983",2
"984",7
"985",1
"986",2
"987",0
"988",11
"989",13
"990",2
"991",5
"992",3
"993",2
"994",1
"995",3
"996",0
"997",0
"998",0
"999",4
"1000",7
"1001",0
"1002",0
"1003",7
"1004",0
"1005",1
"1006",0
"1007",10
"1008",7
"1009",0
"1010",0
"1011",4
"1012",6
"1013",2
"1014",0
"1015",7
"1016",4
"1017",2
"1018",1
"1019",2
"1020",6
"1021",1
"1022",0
"1023",1
"1024",5
"1025",9
"1026",3
"1027",0
"1028",14
"1029",2
"1030",0
"1031",2
"1032",16
"1033",6
"1034",0
"1035",10
"1036",1
"1037",0
"1038",0
"1039",3
"1040",0
"1041",0
"1042",0
"1043",18
"1044",0
"1045",0
"1046",5
"1047",4
"1048",0
"1049",1
"1050",6
"1051",15
"1052",1
"1053",1
"1054",0
"1055",18
"1056",2
"1057",1
"1058",5
"1059",2
"1060",0
"1061",1
"1062",0
"1063",0
"1064",16
"1065",4
"1066",1
"1067",6
"1068",8
"1069",0
"1070",0
"1071",0
"1072",1
"1073",10
"1074",3
"1075",1
"1076",7
"1077",0
"1078",2
"1079",0
"1080",18
"1081",3
"1082",0
"1083",5
"1084",9
"1085",3
"1086",0
"1087",0
"1088",9
"1089",0
"1090",5
"1091",0
"1092",2
"1093",0
"1094",0
"1095",8
"1096",4
"1097",0
"1098",0
"1099",4
"1100",10
"1101",3
"1102",1
"1103",5
"1104",10
"1105",0
"1106",0
"1107",0
"1108",17
"1109",3
"1110",0
"1111",4
"1112",5
"1113",1
"1114",0
"1115",7
"1116",11
"1117",1
"1118",3
"1119",7
"1120",0
"1121",0
"1122",1
"1123",4
"1124",6
"1125",2
"1126",0
"1127",4
"1128",4
"1129",1
"1130",0
"1131",0
"1132",14
"1133",4
"1134",0
"1135",1
"1136",11
"1137",2
"1138",0
"1139",0
"1140",1
"1141",10
"1142",0
"1143",0
"1144",1
"1145",5
"1146",5
"1147",0
"1148",7
"1149",0
"1150",0
"1151",10
"1152",3
"1153",3
"1154",2
"1155",5
"1156",9
"1157",1
"1158",2
"1159",2
"1160",2
"1161",0
"1162",1
"1163",0
"1164",6
"1165",0
"1166",0
"1167",2
"1168",0
"1169",1
"1170",1
"1171",0
"1172",0
"1173",7
"1174",7
"1175",1
"1176",1
"1177",1
"1178",2
"1179",2
"1180",0
"1181",1
"1182",6
"1183",0
"1184",1
"1185",2
"1186",0
"1187",5
"1188",5
"1189",1
"1190",0
"1191",0
"1192",3
"1193",8
"1194",2
"1195",1
"1196",1
"1197",8
"1198",4
"1199",0
"1200",0
"1201",0
"1202",11
"1203",8
"1204",0
"1205",0
"1206",0
"1207",3
"1208",3
"1209",0
"1210",1
"1211",0
"1212",0
"1213",4
"1214",2
"1215",2
"1216",0
"1217",0
"1218",6
"1219",2
"1220",0
"1221",0
"1222",4
"1223",3
"1224",1
"1225",0
"1226",6
"1227",1
"1228",0
"1229",0
"1230",0
"1231",1
"1232",5
"1233",1
"1234",2
"1235",0
"1236",0
"1237",0
"1238",5
"1239",1
"1240",0
"1241",0
"1242",1
"1243",0
"1244",0
"1245",4
"1246",5
"1247",1
"1248",0
"1249",0
"1250",0
"1251",0
"1252",0
"1253",0
"1254",1
"1255",14
"1256",2
"1257",0
"1258",0
"1259",0
"1260",0
"1261",9
"1262",5
"1263",1
"1264",0
"1265",0
"1266",0
"1267",0
"1268",0
"1269",4
"1270",2
"1271",0
"1272",0
"1273",0
"1274",0
"1275",0
"1276",0
"1277",5
"1278",0
"1279",0
"1280",0
"1281",0
"1282",0
"1283",0
"1284",0
"1285",0
"1286",0
"1287",0
"1288",5
"1289",2
"1290",1
"1291",0
"1292",0
"1293",0
"1294",0
"1295",0
"1296",0
"1297",7
"1298",2
"1299",0
"1300",0
"1301",0
"1302",0
"1303",0
"1304",0
"1305",0
"1306",0
"1307",0
"1308",3
"1309",0
"1310",0
"1311",1
"1312",0
"1313",0
"1314",0
"1315",0
"1316",0
"1317",6
"1318",3
"1319",0
"1320",0
"1321",0
"1322",0
"1323",0
"1324",0
"1325",0
"1326",0
"1327",0
"1328",0
"1329",0
"1330",4
"1331",0
"1332",1
"1333",0
"1334",0
"1335",0
"1336",0
"1337",0
"1338",2
"1339",0
"1340",0
"1341",0
"1342",0
"1343",0
"1344",0
"1345",0
"1346",0
"1347",0
"1348",0
"1349",2
"1350",1
"1351",0
"1352",0
"1353",0
"1354",0
"1355",0
"1356",0
"1357",0
"1358",0
"1359",0
"1360",0
"1361",0
"1362",0
"1363",0
"1364",0
"1365",0
"1366",0
"1367",0
"1368",0
"1369",0
"1370",6
"1371",0
"1372",0
"1373",0
"1374",0
"1375",0
"1376",0
"1377",0
"1378",0
"1379",0
"1380",0
"1381",0
"1382",0
"1383",0
"1384",0
"1385",0
"1386",0
"1387",0
"1388",0
"1389",0
"1390",0
"1391",0
"1392",0
"1393",0
"1394",0
"1395",0
"1396",0
"1397",0
"1398",0
"1399",0
"1400",0
"1401",0
"1402",0
"1403",0
"1404",0
"1405",0
"1406",0
"1407",0
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0
"1413",0
"1414",0
"1415",0
"1416",0
"1417",0
"1418",0
"1419",0
"1420",0
"1421",0
"1422",0
"1423",0
"1424",0
"1425",0
"1426",0
"1427",0
"1428",0
"1429",0
"1430",0
"1431",0
"1432",0
"1433",0
"1434",0
"1435",0
"1436",0
"1437",0
"1438",0
"1439",0
"1440",0
"1441",0
