"","y_133"
"224",0
"225",0
"226",0
"227",0
"228",0
"229",0
"230",0
"231",0
"232",0
"233",0
"234",0
"235",0
"236",0
"237",0
"238",0
"239",0
"240",0
"241",0
"242",0
"243",0
"244",0
"245",0
"246",0
"247",0
"248",0
"249",0
"250",0
"251",0
"252",0
"253",0
"254",0
"255",0
"256",0
"257",0
"258",0
"259",0
"260",0
"261",0
"262",0
"263",0
"264",0
"265",0
"266",0
"267",0
"268",0
"269",0
"270",0
"271",0
"272",0
"273",0
"274",0
"275",0
"276",0
"277",0
"278",0
"279",0
"280",0
"281",0
"282",0
"283",0
"284",0
"285",0
"286",0
"287",0
"288",0
"289",0
"290",0
"291",0
"292",0
"293",0
"294",0
"295",0
"296",0
"297",0
"298",0
"299",0
"300",0
"301",0
"302",0
"303",0
"304",0
"305",0
"306",0
"307",0
"308",0
"309",0
"310",0
"311",0
"312",0
"313",0
"314",0
"315",0
"316",0
"317",0
"318",0
"319",0
"320",0
"321",0
"322",0
"323",0
"324",0
"325",0
"326",0
"327",0
"328",0
"329",0
"330",0
"331",0
"332",0
"333",0
"334",0
"335",0
"336",0
"337",0
"338",0
"339",0
"340",0
"341",0
"342",0
"343",0
"344",0
"345",0
"346",0
"347",0
"348",0
"349",0
"350",0
"351",0
"352",2
"353",0
"354",0
"355",0
"356",0
"357",0
"358",0
"359",0
"360",0
"361",0
"362",0
"363",0
"364",2
"365",0
"366",0
"367",0
"368",0
"369",0
"370",0
"371",1
"372",0
"373",0
"374",0
"375",0
"376",0
"377",0
"378",0
"379",0
"380",0
"381",0
"382",0
"383",2
"384",0
"385",0
"386",0
"387",1
"388",0
"389",0
"390",0
"391",0
"392",2
"393",1
"394",0
"395",0
"396",0
"397",3
"398",0
"399",0
"400",1
"401",0
"402",0
"403",5
"404",1
"405",1
"406",1
"407",1
"408",1
"409",0
"410",0
"411",1
"412",7
"413",1
"414",0
"415",4
"416",1
"417",1
"418",0
"419",8
"420",0
"421",0
"422",0
"423",8
"424",2
"425",0
"426",0
"427",0
"428",6
"429",5
"430",0
"431",0
"432",10
"433",3
"434",0
"435",0
"436",10
"437",1
"438",0
"439",3
"440",3
"441",0
"442",0
"443",1
"444",7
"445",0
"446",0
"447",0
"448",0
"449",13
"450",0
"451",2
"452",0
"453",6
"454",1
"455",0
"456",0
"457",0
"458",1
"459",5
"460",19
"461",0
"462",10
"463",1
"464",1
"465",7
"466",2
"467",0
"468",6
"469",18
"470",1
"471",3
"472",11
"473",11
"474",3
"475",0
"476",2
"477",16
"478",1
"479",0
"480",8
"481",3
"482",0
"483",0
"484",6
"485",19
"486",0
"487",0
"488",1
"489",19
"490",3
"491",0
"492",0
"493",0
"494",28
"495",2
"496",2
"497",0
"498",23
"499",10
"500",0
"501",2
"502",0
"503",13
"504",23
"505",4
"506",1
"507",1
"508",24
"509",29
"510",1
"511",12
"512",29
"513",5
"514",13
"515",26
"516",0
"517",1
"518",21
"519",21
"520",4
"521",0
"522",43
"523",5
"524",2
"525",2
"526",12
"527",33
"528",4
"529",32
"530",25
"531",2
"532",1
"533",0
"534",12
"535",35
"536",17
"537",28
"538",19
"539",3
"540",0
"541",1
"542",42
"543",57
"544",17
"545",19
"546",48
"547",17
"548",6
"549",16
"550",40
"551",15
"552",2
"553",28
"554",43
"555",2
"556",2
"557",38
"558",17
"559",8
"560",0
"561",0
"562",41
"563",28
"564",12
"565",36
"566",20
"567",1
"568",0
"569",0
"570",2
"571",35
"572",43
"573",3
"574",8
"575",52
"576",22
"577",29
"578",24
"579",5
"580",0
"581",39
"582",10
"583",7
"584",1
"585",1
"586",38
"587",7
"588",0
"589",1
"590",6
"591",38
"592",17
"593",0
"594",18
"595",39
"596",11
"597",0
"598",16
"599",29
"600",4
"601",0
"602",1
"603",34
"604",12
"605",2
"606",0
"607",5
"608",42
"609",14
"610",0
"611",4
"612",46
"613",24
"614",1
"615",0
"616",0
"617",4
"618",6
"619",53
"620",12
"621",2
"622",1
"623",0
"624",11
"625",50
"626",2
"627",0
"628",0
"629",0
"630",2
"631",52
"632",23
"633",3
"634",1
"635",18
"636",45
"637",6
"638",2
"639",35
"640",13
"641",1
"642",1
"643",9
"644",35
"645",6
"646",2
"647",1
"648",3
"649",31
"650",3
"651",0
"652",0
"653",0
"654",1
"655",37
"656",16
"657",0
"658",14
"659",18
"660",5
"661",2
"662",30
"663",1
"664",2
"665",0
"666",0
"667",27
"668",7
"669",1
"670",0
"671",1
"672",9
"673",33
"674",4
"675",0
"676",0
"677",5
"678",25
"679",4
"680",0
"681",0
"682",18
"683",20
"684",1
"685",1
"686",16
"687",4
"688",0
"689",2
"690",0
"691",12
"692",5
"693",2
"694",0
"695",4
"696",4
"697",30
"698",6
"699",0
"700",0
"701",3
"702",17
"703",20
"704",0
"705",0
"706",2
"707",0
"708",0
"709",16
"710",10
"711",0
"712",0
"713",12
"714",11
"715",0
"716",0
"717",0
"718",0
"719",21
"720",14
"721",1
"722",2
"723",7
"724",19
"725",1
"726",0
"727",0
"728",23
"729",3
"730",1
"731",1
"732",3
"733",16
"734",3
"735",0
"736",0
"737",0
"738",0
"739",12
"740",17
"741",1
"742",0
"743",18
"744",11
"745",1
"746",1
"747",0
"748",23
"749",7
"750",0
"751",0
"752",1
"753",6
"754",14
"755",2
"756",1
"757",3
"758",14
"759",0
"760",0
"761",0
"762",10
"763",15
"764",0
"765",3
"766",0
"767",6
"768",9
"769",0
"770",0
"771",0
"772",0
"773",1
"774",0
"775",13
"776",6
"777",2
"778",9
"779",3
"780",4
"781",1
"782",0
"783",0
"784",0
"785",17
"786",4
"787",0
"788",9
"789",1
"790",1
"791",1
"792",2
"793",9
"794",1
"795",2
"796",5
"797",7
"798",0
"799",0
"800",0
"801",0
"802",13
"803",4
"804",0
"805",1
"806",0
"807",0
"808",9
"809",11
"810",0
"811",3
"812",3
"813",2
"814",0
"815",0
"816",0
"817",11
"818",9
"819",2
"820",0
"821",0
"822",2
"823",15
"824",1
"825",0
"826",0
"827",0
"828",4
"829",14
"830",0
"831",0
"832",0
"833",8
"834",2
"835",0
"836",0
"837",1
"838",5
"839",0
"840",0
"841",0
"842",4
"843",5
"844",1
"845",0
"846",4
"847",3
"848",0
"849",0
"850",0
"851",0
"852",3
"853",7
"854",0
"855",0
"856",0
"857",6
"858",6
"859",0
"860",0
"861",2
"862",1
"863",0
"864",0
"865",0
"866",1
"867",5
"868",0
"869",0
"870",0
"871",0
"872",8
"873",5
"874",0
"875",1
"876",4
"877",0
"878",0
"879",0
"880",0
"881",6
"882",1
"883",0
"884",0
"885",0
"886",3
"887",2
"888",0
"889",0
"890",0
"891",0
"892",0
"893",3
"894",0
"895",0
"896",1
"897",2
"898",2
"899",0
"900",1
"901",1
"902",7
"903",4
"904",0
"905",0
"906",7
"907",0
"908",0
"909",0
"910",0
"911",0
"912",4
"913",2
"914",0
"915",0
"916",8
"917",3
"918",0
"919",0
"920",0
"921",0
"922",3
"923",2
"924",0
"925",0
"926",0
"927",4
"928",1
"929",1
"930",0
"931",0
"932",5
"933",0
"934",0
"935",0
"936",0
"937",6
"938",0
"939",0
"940",0
"941",0
"942",9
"943",1
"944",0
"945",0
"946",0
"947",0
"948",10
"949",2
"950",0
"951",0
"952",4
"953",1
"954",2
"955",0
"956",0
"957",8
"958",1
"959",1
"960",0
"961",4
"962",3
"963",0
"964",0
"965",4
"966",0
"967",2
"968",0
"969",1
"970",0
"971",0
"972",5
"973",5
"974",1
"975",0
"976",3
"977",0
"978",0
"979",0
"980",3
"981",4
"982",0
"983",0
"984",7
"985",1
"986",1
"987",0
"988",4
"989",0
"990",0
"991",0
"992",3
"993",5
"994",1
"995",2
"996",4
"997",0
"998",1
"999",3
"1000",0
"1001",3
"1002",0
"1003",0
"1004",6
"1005",3
"1006",0
"1007",4
"1008",1
"1009",0
"1010",0
"1011",4
"1012",3
"1013",0
"1014",0
"1015",3
"1016",1
"1017",0
"1018",0
"1019",1
"1020",1
"1021",3
"1022",0
"1023",0
"1024",4
"1025",0
"1026",0
"1027",0
"1028",0
"1029",15
"1030",0
"1031",0
"1032",1
"1033",0
"1034",0
"1035",1
"1036",5
"1037",4
"1038",0
"1039",3
"1040",1
"1041",0
"1042",0
"1043",0
"1044",0
"1045",0
"1046",0
"1047",12
"1048",2
"1049",1
"1050",0
"1051",3
"1052",1
"1053",0
"1054",0
"1055",2
"1056",0
"1057",0
"1058",0
"1059",0
"1060",1
"1061",0
"1062",0
"1063",0
"1064",1
"1065",1
"1066",0
"1067",0
"1068",0
"1069",2
"1070",3
"1071",2
"1072",6
"1073",0
"1074",0
"1075",0
"1076",0
"1077",2
"1078",4
"1079",0
"1080",2
"1081",0
"1082",0
"1083",0
"1084",3
"1085",2
"1086",0
"1087",0
"1088",7
"1089",1
"1090",0
"1091",0
"1092",1
"1093",0
"1094",0
"1095",1
"1096",0
"1097",1
"1098",0
"1099",2
"1100",0
"1101",0
"1102",0
"1103",0
"1104",2
"1105",0
"1106",0
"1107",0
"1108",3
"1109",0
"1110",0
"1111",0
"1112",4
"1113",2
"1114",2
"1115",1
"1116",0
"1117",1
"1118",0
"1119",0
"1120",3
"1121",0
"1122",0
"1123",0
"1124",1
"1125",0
"1126",0
"1127",0
"1128",2
"1129",0
"1130",0
"1131",1
"1132",1
"1133",0
"1134",0
"1135",0
"1136",1
"1137",0
"1138",0
"1139",0
"1140",2
"1141",2
"1142",0
"1143",1
"1144",0
"1145",0
"1146",0
"1147",0
"1148",0
"1149",0
"1150",0
"1151",0
"1152",0
"1153",0
"1154",0
"1155",1
"1156",1
"1157",0
"1158",0
"1159",0
"1160",0
"1161",1
"1162",0
"1163",0
"1164",1
"1165",0
"1166",0
"1167",0
"1168",0
"1169",1
"1170",0
"1171",0
"1172",2
"1173",0
"1174",0
"1175",0
"1176",0
"1177",1
"1178",0
"1179",0
"1180",0
"1181",0
"1182",0
"1183",1
"1184",0
"1185",0
"1186",0
"1187",0
"1188",2
"1189",0
"1190",0
"1191",0
"1192",0
"1193",0
"1194",0
"1195",0
"1196",0
"1197",0
"1198",1
"1199",0
"1200",0
"1201",1
"1202",0
"1203",0
"1204",0
"1205",0
"1206",0
"1207",0
"1208",0
"1209",1
"1210",0
"1211",0
"1212",0
"1213",0
"1214",0
"1215",0
"1216",0
"1217",1
"1218",3
"1219",0
"1220",0
"1221",0
"1222",1
"1223",1
"1224",0
"1225",0
"1226",0
"1227",1
"1228",0
"1229",0
"1230",0
"1231",2
"1232",0
"1233",0
"1234",0
"1235",1
"1236",0
"1237",1
"1238",0
"1239",1
"1240",0
"1241",0
"1242",0
"1243",1
"1244",0
"1245",0
"1246",0
"1247",0
"1248",0
"1249",0
"1250",0
"1251",0
"1252",0
"1253",0
"1254",0
"1255",0
"1256",0
"1257",0
"1258",0
"1259",2
"1260",0
"1261",0
"1262",0
"1263",0
"1264",0
"1265",0
"1266",1
"1267",0
"1268",0
"1269",0
"1270",0
"1271",0
"1272",1
"1273",1
"1274",0
"1275",0
"1276",0
"1277",0
"1278",0
"1279",0
"1280",0
"1281",0
"1282",1
"1283",0
"1284",0
"1285",0
"1286",1
"1287",0
"1288",0
"1289",0
"1290",0
"1291",0
"1292",0
"1293",0
"1294",0
"1295",0
"1296",0
"1297",0
"1298",0
"1299",0
"1300",0
"1301",0
"1302",0
"1303",0
"1304",0
"1305",0
"1306",0
"1307",0
"1308",0
"1309",0
"1310",0
"1311",0
"1312",0
"1313",0
"1314",0
"1315",0
"1316",0
"1317",0
"1318",0
"1319",0
"1320",0
"1321",0
"1322",0
"1323",0
"1324",0
"1325",0
"1326",0
"1327",0
"1328",0
"1329",0
"1330",0
"1331",0
"1332",0
"1333",0
"1334",0
"1335",0
"1336",0
"1337",0
"1338",0
"1339",0
"1340",0
"1341",0
"1342",0
"1343",1
"1344",0
"1345",0
"1346",0
"1347",0
"1348",0
"1349",0
"1350",0
"1351",0
"1352",0
"1353",0
"1354",0
"1355",0
"1356",1
"1357",0
"1358",0
"1359",0
"1360",0
"1361",0
"1362",0
"1363",0
"1364",0
"1365",0
"1366",0
"1367",0
"1368",0
"1369",0
"1370",0
"1371",0
"1372",0
"1373",0
"1374",0
"1375",0
"1376",0
"1377",0
"1378",0
"1379",0
"1380",0
"1381",0
"1382",0
"1383",0
"1384",0
"1385",0
"1386",0
"1387",0
"1388",0
"1389",0
"1390",0
"1391",0
"1392",0
"1393",0
"1394",0
"1395",0
"1396",0
"1397",0
"1398",0
"1399",0
"1400",0
"1401",0
"1402",0
"1403",0
"1404",0
"1405",0
"1406",0
"1407",0
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0
"1413",0
"1414",0
"1415",0
"1416",0
"1417",0
"1418",0
"1419",0
"1420",0
"1421",0
"1422",0
"1423",0
"1424",0
"1425",0
"1426",0
"1427",0
"1428",0
"1429",0
"1430",0
"1431",0
"1432",0
"1433",0
"1434",0
"1435",0
"1436",0
"1437",0
"1438",0
"1439",0
"1440",0
"1441",0
